model,model_family,strategy,actual_device,selection_split,cost_scenario,cost_ratio,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp,fn_cost,fp_cost,total_cost
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.371931696905016,0.1871643394199785,0.24901750625223293,0.27,41226,1177,3027,697,10,1,31447
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.37572590011614404,0.17373791621911922,0.23760558207858978,0.28,41328,1075,3077,647,10,1,31845
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3879746835443038,0.1646079484425349,0.23114630467571645,0.29,41436,967,3111,613,10,1,32077
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.39986043265875787,0.15386680988184748,0.2222222222222222,0.3,41543,860,3151,573,10,1,32370
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.41035548686244205,0.14258861439312567,0.21163810282981269,0.31,41640,763,3193,531,10,1,32693
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.4174428450465707,0.1323845327604726,0.20101936799184505,0.32,41715,688,3231,493,10,1,32998
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.43059490084985835,0.12244897959183673,0.19067530838385952,0.33,41800,603,3268,456,10,1,33283
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.43912591050988553,0.11331901181525242,0.18014941302027748,0.34,41864,539,3302,422,10,1,33559
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.4460093896713615,0.10204081632653061,0.1660839160839161,0.35,41931,472,3344,380,10,1,33912
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.44502617801047123,0.09129967776584318,0.15151515151515152,0.36,41979,424,3384,340,10,1,34264
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.4566813509544787,0.08351235230934478,0.14120317820658343,0.37,42033,370,3413,311,10,1,34500
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.4560530679933665,0.0738453276047261,0.12710885139819736,0.38,42075,328,3449,275,10,1,34818
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.474671669793621,0.06793770139634801,0.11886304909560723,0.39,42123,280,3471,253,10,1,34990
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.48333333333333334,0.06229860365198711,0.11037107516650808,0.4,42155,248,3492,232,10,1,35168
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.4825174825174825,0.055585392051557464,0.09968697327233325,0.41,42181,222,3517,207,10,1,35392
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.506426735218509,0.05290010741138561,0.09579382445903234,0.42,42211,192,3527,197,10,1,35462
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5114942528735632,0.04779806659505908,0.08742632612966601,0.43,42233,170,3546,178,10,1,35630
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5344262295081967,0.04377013963480129,0.08091337800943162,0.44,42261,142,3561,163,10,1,35752
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5410447761194029,0.03893662728249194,0.07264529058116233,0.45,42280,123,3579,145,10,1,35913
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5371900826446281,0.03490870032223416,0.06555723651033787,0.46,42291,112,3594,130,10,1,36052
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5424528301886793,0.03088077336197637,0.058434959349593495,0.47,42306,97,3609,115,10,1,36187
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5513513513513514,0.027389903329752954,0.052187260168841135,0.48,42320,83,3622,102,10,1,36303
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5568862275449101,0.02497314715359828,0.047802621434078645,0.49,42329,74,3631,93,10,1,36384
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5763888888888888,0.02228786251342642,0.042916235780765255,0.5,42342,61,3641,83,10,1,36471
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5725806451612904,0.019065520945220193,0.036902286902286904,0.51,42350,53,3653,71,10,1,36583
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5825242718446602,0.01611170784103115,0.03135615364515286,0.52,42360,43,3664,60,10,1,36683
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6067415730337079,0.014500537056928034,0.02832415420928403,0.53,42368,35,3670,54,10,1,36735
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.631578947368421,0.01288936627282492,0.02526315789473684,0.54,42375,28,3676,48,10,1,36788
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6615384615384615,0.01154672395273899,0.022697281604645025,0.55,42381,22,3681,43,10,1,36832
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6896551724137931,0.010741138560687433,0.021152829190904283,0.56,42385,18,3684,40,10,1,36858
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.008592910848549946,0.016967126193001062,0.57,42387,16,3692,32,10,1,36936
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.006981740064446832,0.013818761626361946,0.58,42390,13,3698,26,10,1,36993
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.005907626208378088,0.011711471919084376,0.59,42392,11,3702,22,10,1,37031
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.004833512352309345,0.00959744068248467,0.6,42394,9,3706,18,10,1,37069
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.75,0.004027926960257788,0.008012820512820512,0.61,42398,5,3709,15,10,1,37095
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.7333333333333333,0.002953813104189044,0.005883926183471516,0.62,42399,4,3713,11,10,1,37134
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6923076923076923,0.0024167561761546724,0.004816697886004816,0.63,42399,4,3715,9,10,1,37154
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.7777777777777778,0.0018796992481203006,0.003750334851326011,0.64,42401,2,3717,7,10,1,37172
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.75,0.001611170784103115,0.003215434083601286,0.65,42401,2,3718,6,10,1,37182
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.75,0.001611170784103115,0.003215434083601286,0.66,42401,2,3718,6,10,1,37182
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.7142857142857143,0.0013426423200859291,0.002680246582685607,0.67,42401,2,3719,5,10,1,37192
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.6,0.0008055853920515575,0.0016090104585679806,0.68,42401,2,3721,3,10,1,37212
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.5,0.0005370569280343716,0.001072961373390558,0.69,42401,2,3722,2,10,1,37222
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3333333333333333,0.0002685284640171858,0.0005366246310705661,0.7,42401,2,3723,1,10,1,37232
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.71,42401,2,3724,0,10,1,37242
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.72,42401,2,3724,0,10,1,37242
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.73,42402,1,3724,0,10,1,37241
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.74,42402,1,3724,0,10,1,37241
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.75,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.76,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.77,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.78,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.79,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.8,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.81,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.82,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.83,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.84,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.85,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.86,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.87,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.88,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.89,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.9,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.91,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.92,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.93,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.94,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.95,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.96,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.97,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.98,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.99,42403,0,3724,0,10,1,37240
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.08281688884925766,0.9975832438238453,0.15293730188135524,0.01,1260,41143,9,3715,20,1,41323
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.09276366435719785,0.9707303974221267,0.1693446385909027,0.02,7048,35355,109,3615,20,1,37535
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.10650018362100624,0.9344790547798066,0.1912087912087912,0.03,13207,29196,244,3480,20,1,34076
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.11941867207886343,0.8848012889366272,0.21043556009707498,0.04,18106,24297,429,3295,20,1,32877
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.1330523268190914,0.8391514500537057,0.22968652383227373,0.05,22041,20362,599,3125,20,1,32342
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.14479794486710798,0.7870569280343717,0.24459651172494368,0.06,25092,17311,793,2931,20,1,33171
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.15647574085660657,0.7387218045112782,0.2582492372682469,0.07,27573,14830,973,2751,20,1,34290
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.1673522690173033,0.6882384532760473,0.2692368296654236,0.08,29651,12752,1161,2563,20,1,35972
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.17865671641791045,0.6428571428571429,0.27960756832515765,0.09,31397,11006,1330,2394,20,1,37606
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.19094153636981645,0.6033834586466166,0.2900852052672347,0.1,32882,9521,1477,2247,20,1,39061
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.2022256331542594,0.5660580021482277,0.2979926491376873,0.11,34087,8316,1616,2108,20,1,40636
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.2131979695431472,0.5300751879699248,0.3040899637988138,0.12,35118,7285,1750,1974,20,1,42285
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.22375423318819546,0.4967776584317938,0.3085390260173449,0.13,35985,6418,1874,1850,20,1,43898
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.235038084874864,0.4640171858216971,0.3120260021668472,0.14,36779,5624,1996,1728,20,1,45544
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.244599939154244,0.4317937701396348,0.312293649252282,0.15,37437,4966,2116,1608,20,1,47286
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.25708432912256746,0.40440386680988183,0.3143393863494051,0.16,38051,4352,2218,1506,20,1,48712
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.2689655172413793,0.3770139634801289,0.313953488372093,0.17,38587,3816,2320,1404,20,1,50216
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.28289473684210525,0.3579484425349087,0.3160265528686581,0.18,39024,3379,2391,1333,20,1,51199
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.29700401037980656,0.33807733619763697,0.31621248273263847,0.19,39423,2980,2465,1259,20,1,52280
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.30779357556608744,0.31390977443609025,0.31082159000265885,0.2,39774,2629,2555,1169,20,1,53729
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.3205950991831972,0.2951127819548872,0.30732662192393734,0.21,40074,2329,2625,1099,20,1,54829
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.33322591040928135,0.27765843179377014,0.3029148967335579,0.22,40334,2069,2690,1034,20,1,55869
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.3408929836995039,0.25832438238453276,0.2939199511151848,0.23,40543,1860,2762,962,20,1,57100
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.3508017207665233,0.2408700322234157,0.2856233083903837,0.24,40743,1660,2827,897,20,1,58200
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.3577306193157211,0.22180451127819548,0.2738272832753191,0.25,40920,1483,2898,826,20,1,59443
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.3605212355212355,0.2005907626208378,0.2577639751552795,0.26,41078,1325,2977,747,20,1,60865
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.371931696905016,0.1871643394199785,0.24901750625223293,0.27,41226,1177,3027,697,20,1,61717
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.37572590011614404,0.17373791621911922,0.23760558207858978,0.28,41328,1075,3077,647,20,1,62615
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.3879746835443038,0.1646079484425349,0.23114630467571645,0.29,41436,967,3111,613,20,1,63187
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.39986043265875787,0.15386680988184748,0.2222222222222222,0.3,41543,860,3151,573,20,1,63880
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.41035548686244205,0.14258861439312567,0.21163810282981269,0.31,41640,763,3193,531,20,1,64623
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.4174428450465707,0.1323845327604726,0.20101936799184505,0.32,41715,688,3231,493,20,1,65308
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.43059490084985835,0.12244897959183673,0.19067530838385952,0.33,41800,603,3268,456,20,1,65963
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.43912591050988553,0.11331901181525242,0.18014941302027748,0.34,41864,539,3302,422,20,1,66579
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.4460093896713615,0.10204081632653061,0.1660839160839161,0.35,41931,472,3344,380,20,1,67352
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.44502617801047123,0.09129967776584318,0.15151515151515152,0.36,41979,424,3384,340,20,1,68104
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.4566813509544787,0.08351235230934478,0.14120317820658343,0.37,42033,370,3413,311,20,1,68630
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.4560530679933665,0.0738453276047261,0.12710885139819736,0.38,42075,328,3449,275,20,1,69308
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.474671669793621,0.06793770139634801,0.11886304909560723,0.39,42123,280,3471,253,20,1,69700
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.48333333333333334,0.06229860365198711,0.11037107516650808,0.4,42155,248,3492,232,20,1,70088
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.4825174825174825,0.055585392051557464,0.09968697327233325,0.41,42181,222,3517,207,20,1,70562
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.506426735218509,0.05290010741138561,0.09579382445903234,0.42,42211,192,3527,197,20,1,70732
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5114942528735632,0.04779806659505908,0.08742632612966601,0.43,42233,170,3546,178,20,1,71090
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5344262295081967,0.04377013963480129,0.08091337800943162,0.44,42261,142,3561,163,20,1,71362
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5410447761194029,0.03893662728249194,0.07264529058116233,0.45,42280,123,3579,145,20,1,71703
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5371900826446281,0.03490870032223416,0.06555723651033787,0.46,42291,112,3594,130,20,1,71992
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5424528301886793,0.03088077336197637,0.058434959349593495,0.47,42306,97,3609,115,20,1,72277
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5513513513513514,0.027389903329752954,0.052187260168841135,0.48,42320,83,3622,102,20,1,72523
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5568862275449101,0.02497314715359828,0.047802621434078645,0.49,42329,74,3631,93,20,1,72694
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5763888888888888,0.02228786251342642,0.042916235780765255,0.5,42342,61,3641,83,20,1,72881
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5725806451612904,0.019065520945220193,0.036902286902286904,0.51,42350,53,3653,71,20,1,73113
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn20_fp1,20:1,0.7641809727961154,0.2569212584816172,0.5825242718446602,0.01611170784103115,0.03135615364515286,0.52,42360,43,3664,60,20,1,73323
